id,Kierowca_id,Autobus_id,Data_przejazdu_ID,Przystanek_koncowy_id,Przystanek_poczatkowy_id,Bilet_id
1840,278,22,427,288,251,180
1841,1,189,585,206,241,1991
1842,198,262,252,214,325,2961
1843,35,121,661,390,148,2029
1844,37,177,3,364,215,1845
1845,175,155,652,49,244,2482
1846,186,111,109,121,30,510
1847,204,259,221,72,211,1528
1848,108,62,426,244,119,30
1849,289,176,779,317,60,2931
1850,15,139,332,43,61,2597
1851,18,47,765,166,250,1928
1852,79,63,400,372,180,1464
1853,22,183,721,216,167,948
1854,106,189,187,379,275,632
1855,283,43,308,270,240,132
1856,46,270,190,74,352,992
1857,118,76,498,43,284,1929
1858,200,264,467,290,293,732
1859,95,91,28,25,300,2933
1860,167,66,265,271,345,2515
1861,31,19,412,118,53,974
1862,31,167,502,130,257,2732
1863,229,45,756,163,364,700
1864,128,192,627,186,370,237
1865,177,151,707,69,24,2014
1866,136,192,351,153,385,1753
1867,37,79,2,198,234,2610
1868,122,103,431,298,230,1038
1869,251,235,481,59,200,1749
1870,293,136,702,36,85,2666
1871,49,159,729,229,246,454
1872,28,82,435,202,83,2452
1873,110,49,607,126,153,1493
1874,290,102,345,274,72,2565
1875,103,248,582,13,145,2595
1876,179,181,83,43,360,172
1877,129,37,698,109,348,1470
1878,18,232,172,208,51,715
1879,136,135,341,267,204,1341
1880,102,54,225,292,280,1685
1881,166,212,539,72,269,759
1882,110,245,162,169,103,847
1883,30,153,519,5,7,1971
1884,225,100,612,23,104,837
1885,59,128,600,128,222,2440
1886,97,230,576,231,267,680
1887,281,143,449,59,102,2321
1888,218,115,589,124,178,2845
1889,67,28,509,159,268,254
1890,12,226,518,255,298,2418
1891,130,202,527,57,100,2421
1892,230,94,7,45,113,1083
1893,140,65,721,67,223,1316
1894,169,47,253,274,134,2968
1895,151,182,716,377,294,340
1896,42,39,311,244,148,2882
1897,257,252,772,266,225,1952
1898,31,1,76,101,23,250
1899,166,44,574,294,96,2057
1900,34,133,589,54,230,376
1901,216,127,432,196,368,2478
1902,94,247,534,226,92,1584
1903,164,138,314,297,163,16
1904,75,151,125,152,250,1932
1905,100,217,468,270,196,2469
1906,281,171,107,271,164,2480
1907,49,163,64,305,152,2162
1908,89,70,762,140,42,745
1909,118,74,311,367,228,2270
1910,83,275,253,66,266,1123
1911,124,109,203,85,203,1822
1912,68,25,104,206,72,2835
1913,175,269,484,147,244,2898
1914,25,180,576,342,75,1605
1915,127,23,139,247,301,254
1916,271,130,464,272,275,931
1917,46,33,534,233,193,2965
1918,294,204,735,130,144,360
1919,195,201,421,339,227,1804
1920,248,51,24,382,193,407
1921,289,266,772,304,350,2210
1922,115,169,228,226,136,993
1923,104,261,14,38,204,2525
1924,6,251,54,116,352,2364
1925,76,11,277,12,192,2877
1926,154,121,589,350,304,2631
1927,53,169,613,320,108,1285
1928,30,4,63,362,9,2218
1929,163,185,446,208,127,84
1930,200,202,543,156,58,2496
1931,257,88,737,275,287,2020
1932,57,188,631,180,74,1168
1933,170,76,215,106,398,1700
1934,222,199,687,246,129,518
1935,69,70,147,277,192,2086
1936,49,211,79,260,393,326
1937,145,257,770,111,44,2103
1938,270,251,568,281,31,1365
1939,41,206,773,2,369,1155
1940,259,115,457,360,3,1249
1941,268,52,285,363,373,478
1942,73,191,534,265,277,107
1943,136,164,217,204,287,1461
1944,52,30,744,272,45,1966
1945,23,224,790,249,294,1413
1946,84,92,107,129,94,2888
1947,165,44,177,251,128,2472
1948,148,71,766,114,261,2957
1949,99,146,156,30,336,1943
1950,71,201,250,21,47,2480
1951,97,239,544,373,216,494
1952,134,161,355,346,259,2888
1953,300,19,784,152,71,417
1954,35,170,753,174,118,2535
1955,290,19,709,291,314,1113
1956,73,49,579,273,101,1388
1957,125,31,351,13,52,301
1958,63,127,560,204,134,840
1959,100,143,506,298,262,2115
1960,48,55,64,295,136,1569
1961,20,133,122,120,340,86
1962,113,271,146,302,159,75
1963,16,48,204,175,346,492
1964,94,66,364,353,326,2946
1965,287,120,110,37,330,286
1966,188,214,665,149,292,898
1967,169,90,131,391,24,761
1968,112,176,580,278,62,1339
1969,293,238,733,278,139,2146
1970,291,40,276,293,187,1581
1971,173,113,77,236,131,2080
1972,15,241,101,383,82,1116
1973,65,115,425,238,255,567
1974,101,33,747,170,326,1940
1975,79,186,162,294,331,2648
1976,41,27,563,264,248,2311
1977,37,62,209,303,68,1070
1978,140,45,411,246,172,861
1979,261,80,104,316,92,2291
1980,271,23,349,153,216,966
1981,41,82,125,8,193,152
1982,11,241,262,362,79,1055
1983,220,219,602,268,386,1032
1984,266,152,252,315,145,1749
1985,47,115,6,353,270,2170
1986,277,186,201,71,151,645
1987,33,146,337,88,99,2278
1988,167,212,252,39,348,1024
1989,173,52,43,96,323,1767
1990,20,149,469,53,209,550
1991,5,23,306,337,341,1287
1992,8,216,623,261,64,72
1993,124,190,252,125,133,1967
1994,157,119,23,249,127,1480
1995,279,117,198,176,312,1801
1996,217,143,211,201,334,2645
1997,220,80,467,135,131,1517
1998,299,102,17,100,313,92
1999,56,103,185,279,304,1607
2000,85,124,337,11,195,537
2001,147,87,252,389,142,1999
2002,236,108,728,6,294,1427
2003,68,188,149,45,247,2491
2004,222,271,724,131,340,1389
2005,163,170,73,21,154,2600
2006,230,168,689,369,353,976
2007,8,29,503,11,372,1688
2008,43,87,771,240,34,2442
2009,70,123,28,243,21,2819
2010,117,266,366,12,191,1036
2011,28,184,44,195,350,400
2012,29,30,36,288,235,1888
2013,39,226,580,20,145,2371
2014,169,199,270,166,264,2598
2015,226,267,47,287,219,674
2016,5,119,498,339,229,2694
2017,164,71,287,273,262,631
2018,243,263,570,201,176,822
2019,191,37,707,32,309,2095
2020,169,247,216,70,269,2513
2021,227,257,537,231,278,34
2022,221,176,141,355,339,2316
2023,53,36,573,355,145,1606
2024,229,138,511,317,126,1346
2025,210,143,567,130,245,654
2026,298,201,593,234,359,1375
2027,167,265,577,163,164,9
2028,196,148,535,295,4,1854
2029,85,85,2,131,347,2465
2030,255,84,343,92,249,340
2031,258,173,567,29,331,25
2032,137,31,473,261,327,722
2033,153,71,800,55,214,2277
2034,160,68,79,118,326,28
2035,166,36,447,239,123,2078
2036,130,236,370,83,348,2836
2037,151,243,432,240,27,1585
2038,154,95,260,362,379,2108
2039,31,133,743,311,302,2144
2040,161,156,183,44,392,2408
2041,22,169,44,306,331,708
2042,245,48,17,328,324,871
2043,90,118,501,130,138,594
2044,182,252,673,365,343,380
2045,119,155,573,360,40,555
2046,237,5,796,333,368,1439
2047,15,95,788,347,256,1306
2048,79,31,151,179,53,2017
2049,137,177,125,328,26,2111
2050,217,46,192,167,386,1393
2051,101,52,277,261,300,891
2052,72,166,740,375,175,236
2053,222,68,578,67,325,1915
2054,31,223,622,11,173,162
2055,192,237,647,42,2,1543
2056,75,190,284,332,251,173
2057,45,114,733,31,391,1419
2058,155,136,371,276,197,260
2059,53,109,114,330,22,643
2060,60,103,260,339,61,1103
2061,39,124,355,57,391,1616
2062,19,231,280,110,332,1946
2063,80,172,4,47,56,2293
2064,210,59,476,60,4,2734
2065,167,175,393,12,143,2189
2066,39,179,349,164,112,1601
2067,210,88,281,244,17,1648
2068,93,176,406,100,287,236
2069,128,184,529,24,383,2722
2070,151,253,673,181,111,2054
2071,177,267,335,372,231,1226
2072,106,240,673,108,186,2519
2073,172,144,630,46,166,2882
2074,126,208,286,15,257,2848
2075,266,114,623,278,234,2674
2076,276,186,14,309,203,2146
2077,114,51,643,355,290,2422
2078,151,53,507,209,389,117
2079,270,110,547,305,171,399
2080,86,171,751,46,388,1866
2081,101,87,48,135,109,2945
2082,136,185,2,383,109,1738
2083,293,200,673,257,294,1889
2084,193,160,175,146,342,2741
2085,272,103,83,95,129,2656
2086,130,249,726,313,217,985
2087,191,33,334,236,399,1656
2088,52,205,149,180,140,2332
2089,155,137,766,193,348,2598
2090,4,202,764,262,193,2122
2091,252,24,345,233,26,1154
2092,72,178,472,270,243,1841
2093,197,29,604,261,138,1359
2094,31,169,355,48,145,2431
2095,211,268,598,381,63,223
2096,245,139,308,398,309,2521
2097,106,4,197,202,105,2897
2098,208,39,715,208,233,939
2099,205,117,786,210,100,250
2100,178,251,422,389,73,1550
2101,43,64,85,352,359,1066
2102,191,34,372,171,166,2340
2103,163,5,450,319,59,1602
2104,151,266,682,230,195,2818
2105,228,163,788,378,310,2415
2106,53,259,593,154,213,1839
2107,27,263,699,247,8,868
2108,206,227,638,374,338,2254
2109,152,13,185,252,357,634
2110,141,134,205,66,88,2138
2111,218,112,420,129,1,979
2112,75,44,307,172,31,433
2113,265,29,425,281,386,1581
2114,59,11,68,73,285,1893
2115,157,256,54,6,164,2382
2116,120,153,450,12,123,1604
2117,44,270,168,361,250,1258
2118,11,121,390,187,306,1295
2119,246,20,610,27,270,1538
2120,273,70,425,25,233,168
2121,40,32,82,154,76,2793
2122,103,187,729,233,103,2958
2123,106,44,350,55,122,2766
2124,172,238,561,294,177,550
2125,12,223,523,316,49,188
2126,86,173,128,257,132,1457
2127,200,150,169,86,218,2991
2128,120,253,774,241,227,2660
2129,231,209,60,3,232,1437
2130,262,224,33,293,87,1676
2131,91,216,10,80,353,351
2132,145,16,403,321,387,523
2133,225,37,651,37,166,2923
2134,240,105,206,151,322,942
2135,60,255,667,80,258,1105
2136,126,133,758,285,344,721
2137,286,125,281,247,85,1524
2138,175,165,354,380,53,2082
2139,149,181,154,227,214,1367
2140,77,158,303,36,370,1848
2141,253,77,298,311,284,515
2142,230,220,83,40,273,1506
2143,210,203,477,372,386,2480
2144,94,179,255,241,56,2914
2145,180,171,96,239,391,364
2146,118,12,323,131,62,864
2147,240,229,47,384,16,1713
2148,251,102,744,163,312,2514
2149,278,170,432,67,386,1499
2150,80,222,675,126,349,700
2151,238,111,112,132,129,2059
2152,126,235,165,331,159,1635
2153,296,241,761,267,374,794
2154,86,29,504,60,186,308
2155,258,257,3,375,122,2199
2156,240,136,169,314,299,2937
2157,185,186,639,243,247,2451
2158,178,253,209,263,263,926
2159,151,131,437,200,86,941
2160,208,231,191,259,204,1422
2161,266,3,317,253,391,2076
2162,126,149,624,206,77,2267
2163,278,212,169,247,321,21
2164,264,79,66,301,106,1201
2165,160,6,661,142,302,1832
2166,110,74,119,349,338,982
2167,131,226,391,395,105,1278
2168,83,146,349,46,169,2029
2169,276,182,287,368,18,2264
2170,63,111,426,322,59,1353
2171,107,177,409,295,394,1809
2172,203,66,37,142,58,902
2173,80,171,571,396,252,1746
2174,205,257,594,205,157,1418
2175,158,143,236,122,275,492
2176,215,195,341,323,14,683
2177,64,266,249,163,150,2983
2178,106,188,269,266,77,1702
2179,195,29,272,328,175,2087
2180,237,151,492,400,300,614
2181,11,128,28,308,40,2631
2182,95,155,204,210,190,1137
2183,22,184,329,211,310,1628
2184,98,273,142,166,296,2270
2185,128,239,446,165,114,1683
2186,32,88,467,63,120,2771
2187,247,113,29,178,36,2559
2188,200,7,576,33,331,677
2189,199,45,467,149,11,2743
2190,286,12,656,209,188,2203
2191,17,213,613,47,369,1983
2192,82,146,622,134,319,2551
2193,143,98,482,156,236,397
2194,287,199,480,342,97,2891
2195,231,275,450,1,51,2561
2196,110,227,487,77,250,2318
2197,159,128,449,263,74,1092
2198,156,232,499,34,286,429
2199,4,241,126,131,169,2416
2200,148,22,120,57,303,2815
2201,67,259,755,272,16,722
2202,158,2,13,215,398,1810
2203,6,186,443,139,226,1726
2204,201,244,264,285,362,2053
2205,76,137,285,339,208,1276
2206,91,31,360,152,252,2003
2207,11,173,684,312,240,482
2208,15,226,313,53,28,882
2209,177,107,777,111,210,623
2210,236,135,437,42,135,1192
2211,38,93,68,241,376,1559
2212,240,35,72,110,197,1145
2213,269,18,650,70,88,2814
2214,125,256,4,100,76,1005
2215,182,55,11,98,345,365
2216,136,14,693,81,227,203
2217,72,252,235,118,120,401
2218,60,100,643,351,239,1302
2219,174,15,501,146,395,2848
2220,141,180,263,239,184,2966
2221,31,116,261,53,211,2043
2222,7,185,58,21,166,280
2223,195,114,352,19,387,2533
2224,99,175,107,106,76,516
2225,187,162,562,92,389,2808
2226,180,174,403,309,109,1875
2227,144,191,181,12,349,2770
2228,159,115,738,179,336,934
2229,153,239,49,367,319,2146
2230,96,178,670,296,210,970
2231,131,118,110,20,332,2899
2232,31,266,4,383,333,136
2233,50,129,311,132,201,295
2234,225,73,599,185,272,2576
2235,128,107,681,349,367,135
2236,21,124,618,56,372,2894
2237,118,275,226,115,287,2284
2238,200,71,664,84,257,891
2239,268,8,645,81,340,1385
2240,248,274,133,136,176,2675
2241,65,99,521,98,154,2134
2242,285,263,631,96,54,2719
2243,61,270,55,284,276,329
2244,214,119,658,31,84,2530
2245,142,89,556,64,89,2470
2246,26,97,733,77,290,1349
2247,20,268,163,229,273,419
2248,225,231,87,197,173,2511
2249,292,232,311,32,278,2495
2250,158,215,177,258,235,2353
2251,116,17,459,227,69,278
2252,167,191,462,213,231,2532
2253,264,189,791,263,286,1574
2254,158,60,431,296,72,1538
2255,138,115,124,374,331,2094
2256,237,124,65,256,272,1109
2257,53,5,385,87,92,2592
2258,20,252,143,140,95,1685
2259,282,105,124,194,395,248
2260,268,107,566,182,51,1157
2261,181,253,90,182,375,59
2262,73,39,201,156,154,1135
2263,247,213,241,251,67,2175
2264,142,169,5,147,243,2466
2265,230,120,121,217,25,2350
2266,186,190,748,324,329,2668
2267,297,91,732,101,7,444
2268,71,135,692,195,236,70
2269,59,102,278,332,306,835
2270,188,117,478,375,100,1061
2271,183,62,220,125,59,2864
2272,261,10,89,366,194,1782
2273,46,80,664,25,249,211
2274,94,184,697,306,206,1557
2275,159,175,230,158,21,656
2276,258,190,13,141,380,800
2277,16,88,459,344,98,1299
2278,219,136,756,291,175,6
2279,112,122,246,359,242,2794
2280,108,249,333,355,310,1661
2281,203,191,261,104,107,2298
2282,6,2,209,39,315,2328
2283,20,11,399,290,297,254
2284,39,16,23,6,304,351
2285,16,126,601,241,389,1812
2286,242,218,99,277,389,1403
2287,285,222,479,311,347,1487
2288,221,213,59,390,270,2486
2289,231,33,707,200,203,2233
2290,276,172,734,355,27,1148
2291,283,94,133,263,313,1373
2292,252,25,662,351,182,1520
2293,206,221,158,133,40,1190
2294,284,274,773,52,247,409
2295,185,147,628,244,57,196
2296,40,260,485,32,57,2096
2297,188,174,789,198,361,523
2298,179,262,245,5,341,2170
2299,223,21,406,122,299,203
2300,157,201,709,74,226,2314
2301,250,126,81,268,182,2120
2302,241,82,37,61,233,743
2303,224,112,769,45,230,2344
2304,111,14,782,280,385,2516
2305,141,125,29,199,15,1481
2306,155,75,706,137,378,180
2307,228,106,718,152,187,2870
2308,283,58,177,191,322,2292
2309,128,238,725,94,57,2079
2310,209,229,54,396,359,16
2311,276,275,89,311,206,2998
2312,299,14,663,234,4,2284
2313,124,86,398,363,113,1099
2314,195,16,647,371,114,1489
2315,189,42,498,281,301,362
2316,52,248,375,357,9,2876
2317,181,5,136,216,295,2541
2318,52,172,484,264,76,2977
2319,297,143,692,363,208,2813
2320,15,125,422,49,226,1591
2321,126,253,58,382,54,2255
2322,67,140,424,47,337,894
2323,147,147,358,348,262,1634
2324,42,175,392,76,393,184
2325,62,101,765,384,344,2098
2326,164,56,410,307,67,2411
2327,267,169,435,361,328,847
2328,184,134,416,10,271,2207
2329,117,77,459,71,282,378
2330,114,2,753,86,183,288
2331,244,95,76,101,336,1022
2332,144,4,72,293,88,1557
2333,110,130,69,286,270,2645
2334,259,38,219,306,85,1559
2335,284,188,439,367,310,1195
2336,89,195,621,109,297,2409
2337,206,191,396,247,120,1519
2338,274,271,499,398,145,2017
2339,144,221,258,79,353,2627
2340,233,240,265,208,163,1782
2341,137,66,637,395,280,2751
2342,22,141,460,69,293,2476
2343,210,142,680,35,241,81
2344,96,140,560,61,136,2597
2345,45,76,594,82,158,1736
2346,199,25,176,39,4,1020
2347,258,163,554,82,225,516
2348,268,98,324,126,157,802
2349,197,40,153,92,336,1431
2350,278,107,605,44,257,1234
2351,70,184,274,281,245,611
2352,287,262,124,44,123,672
2353,20,270,325,36,71,2193
2354,297,195,488,345,216,726
2355,10,162,36,99,68,2397
2356,120,34,133,4,117,1522
2357,81,89,726,358,55,2827
2358,234,206,503,392,71,1175
2359,210,89,411,347,389,515
2360,238,244,309,212,291,2700
2361,194,179,48,337,324,1224
2362,227,262,235,295,111,2011
2363,229,210,246,48,141,1868
2364,48,44,562,306,158,2931
2365,284,251,182,59,87,1321
2366,158,226,611,133,119,603
2367,173,30,482,136,351,2405
2368,77,237,16,285,185,312
2369,149,246,518,81,27,1275
2370,224,229,664,118,44,264
2371,60,239,660,193,230,1104
2372,294,73,96,351,360,339
2373,81,97,128,190,239,1513
2374,247,83,304,132,321,2787
2375,15,143,789,249,265,170
2376,223,136,798,359,27,47
2377,79,197,199,60,116,1293
2378,36,74,176,249,77,760
2379,19,213,734,215,209,502
2380,91,75,331,234,179,2944
2381,219,218,94,75,211,27
2382,16,193,147,184,88,455
2383,74,170,250,220,163,2020
2384,106,115,236,234,348,1934
2385,25,200,517,311,179,1133
2386,273,271,589,349,123,2946
2387,126,236,127,247,110,668
2388,228,32,534,59,81,1384
2389,68,92,19,211,154,542
2390,283,45,52,212,288,2100
2391,207,261,388,134,8,1207
2392,22,18,388,219,315,2491
2393,98,93,543,259,196,2947
2394,229,171,105,304,339,301
2395,131,76,60,174,255,1368
2396,119,212,62,260,189,660
2397,248,208,25,6,349,2815
2398,92,22,412,190,100,2350
2399,111,194,538,252,362,1006
2400,35,73,727,348,110,238
2401,79,166,740,280,64,2728
2402,235,264,782,310,234,1033
2403,38,163,709,53,330,2559
2404,278,207,79,309,97,2571
2405,184,40,261,11,240,1628
2406,20,7,540,196,393,950
2407,138,139,228,175,90,420
2408,51,102,271,211,183,1351
2409,216,169,63,253,361,2060
2410,271,11,419,24,275,2387
2411,260,74,154,284,192,683
2412,300,99,534,398,198,742
2413,16,274,335,337,173,1993
2414,22,226,108,155,369,2358
2415,102,86,633,327,277,2389
2416,216,62,355,95,249,262
2417,254,101,266,243,296,357
2418,152,46,132,140,306,1666
2419,15,35,466,188,194,654
2420,217,90,419,85,311,1875
2421,30,191,784,237,349,822
2422,235,125,463,314,177,1204
2423,39,10,415,133,366,213
2424,299,158,627,110,105,2411
2425,221,238,154,149,93,2034
2426,49,55,138,391,66,2227
2427,146,95,797,192,151,1455
2428,173,100,401,189,30,351
2429,231,173,391,214,319,899
2430,95,5,79,365,71,2697
2431,97,258,315,317,137,2699
2432,133,117,17,328,190,13
2433,217,159,163,96,73,2274
2434,293,194,706,7,291,410
2435,14,190,572,190,115,423
2436,62,98,605,389,386,2047
2437,80,21,267,87,294,2129
2438,20,43,493,221,396,289
2439,234,83,776,135,2,2743
2440,214,193,772,300,208,282
2441,22,264,352,50,376,2331
2442,207,59,694,280,100,816
2443,46,169,205,265,139,155
2444,247,187,84,46,255,166
2445,12,120,139,388,195,2658
2446,278,10,204,11,348,2489
2447,278,205,663,87,120,685
2448,199,167,143,167,161,232
2449,257,69,598,192,357,1255
2450,195,51,535,273,156,72
2451,110,234,731,162,324,1621
2452,47,87,328,15,63,2187
2453,279,155,747,144,170,1828
2454,85,210,299,213,328,1050
2455,20,262,277,208,3,2096
2456,149,71,766,164,385,1144
2457,297,127,45,296,140,164
2458,296,229,83,250,207,2175
2459,120,222,739,378,384,1344
2460,76,133,236,50,111,301
2461,299,32,49,158,312,870
2462,48,26,268,351,266,1266
2463,39,16,553,85,156,990
2464,261,127,346,357,149,2605
2465,80,105,48,284,173,209
2466,71,161,50,178,340,1854
2467,198,17,458,151,385,1845
2468,279,100,611,261,323,456
2469,198,33,59,232,150,560
2470,62,30,141,194,387,2956
2471,241,165,759,61,383,583
2472,115,235,122,63,330,1247
2473,290,45,14,354,343,28
2474,280,223,643,212,247,12
2475,42,132,202,196,330,1826
2476,58,15,535,343,249,1657
2477,249,9,519,66,270,2945
2478,250,252,422,279,383,1877
2479,224,212,546,199,42,178
2480,265,223,664,191,121,2670
2481,131,91,468,187,35,1987
2482,119,16,788,9,380,2956
2483,29,211,282,350,197,715
2484,100,194,131,183,176,2299
2485,31,144,301,260,318,870
2486,272,81,463,146,39,2469
2487,77,98,11,100,164,252
2488,80,70,475,247,309,2904
2489,187,104,658,7,235,2442
2490,143,79,543,84,250,2509
2491,208,122,303,241,184,1445
2492,58,203,7,261,152,990
2493,193,125,495,199,300,1310
2494,278,25,453,142,194,1756
2495,218,176,751,170,393,738
2496,286,116,683,224,231,1896
2497,43,16,699,91,204,1403
2498,191,239,178,352,167,2622
2499,134,237,395,331,59,1144
2500,166,86,602,169,2,532
2501,37,112,780,281,396,2287
2502,66,115,629,226,296,2740
2503,145,95,611,162,383,2564
2504,44,122,567,347,24,862
2505,266,42,575,381,389,2148
2506,142,66,400,194,99,2774
2507,29,257,145,246,385,2711
2508,70,78,349,194,43,323
2509,49,25,580,66,313,2168
2510,69,205,288,31,262,1645
2511,180,160,492,3,29,2224
2512,187,211,762,235,257,159
2513,58,23,176,71,4,1572
2514,101,186,555,252,113,2767
2515,249,123,143,49,99,283
2516,228,129,338,364,326,505
2517,256,88,277,39,126,395
2518,286,122,231,66,146,2912
2519,237,69,275,118,196,765
2520,48,130,66,354,368,1444
2521,21,95,333,400,146,620
2522,300,246,766,45,309,886
2523,101,242,172,32,120,1625
2524,259,61,765,114,332,392
2525,277,66,647,32,262,2955
2526,146,81,148,334,105,40
2527,61,249,729,252,400,83
2528,174,21,287,239,390,1886
2529,24,148,54,97,284,1098
2530,66,271,359,321,306,59
2531,223,46,757,378,290,2776
2532,283,81,133,348,198,2932
2533,111,238,82,363,227,616
2534,85,155,633,61,362,2324
2535,43,126,249,192,180,248
2536,78,190,556,257,50,1295
2537,26,136,115,172,22,1097
2538,253,78,309,214,31,1652
2539,137,157,256,22,322,175
2540,293,115,107,361,23,2120
2541,139,139,322,284,356,381
2542,146,139,81,258,268,1920
2543,134,230,476,275,262,2857
2544,135,246,249,1,280,2178
2545,137,265,572,143,59,2299
2546,76,70,153,207,380,2794
2547,135,173,413,65,251,2276
2548,268,143,385,81,273,1865
2549,196,96,192,84,109,2770
2550,34,119,46,2,71,1059
2551,92,82,433,242,136,1383
2552,270,17,520,64,321,2632
2553,211,108,388,95,68,1708
2554,244,16,219,31,274,427
2555,219,247,650,283,57,1717
2556,17,231,155,328,274,1742
2557,132,65,373,141,175,488
2558,250,75,520,21,287,439
2559,243,93,794,301,375,2444
2560,192,21,515,274,254,286
2561,194,218,91,384,85,2156
2562,191,91,559,167,208,855
2563,85,134,145,342,394,722
2564,136,114,752,170,231,2862
2565,221,81,486,244,248,1771
2566,185,155,496,262,380,2838
2567,227,8,91,269,250,550
2568,121,124,240,289,278,2857
2569,124,29,350,123,351,139
2570,72,127,568,1,372,545
2571,126,251,302,176,184,1131
2572,147,144,397,186,326,2382
2573,256,258,566,309,327,555
2574,13,181,800,364,191,2158
2575,122,204,405,360,8,1489
2576,277,111,278,165,294,2995
2577,83,9,148,282,342,672
2578,61,20,661,199,70,1379
2579,290,184,771,308,204,976
2580,220,149,203,179,119,2041
2581,236,36,56,148,132,665
2582,228,231,447,350,162,2058
2583,55,258,510,247,242,2026
2584,173,268,413,203,316,682
2585,36,116,502,342,174,2403
2586,271,152,388,384,309,158
2587,295,198,125,58,369,1128
2588,184,204,282,32,39,2547
2589,106,144,374,232,148,1713
2590,7,83,27,12,260,2809
2591,98,122,212,101,199,708
2592,283,237,52,41,86,2814
2593,142,145,240,318,62,651
2594,70,44,621,241,77,1408
2595,100,140,478,144,279,873
2596,93,120,363,381,152,2223
2597,159,259,474,324,160,469
2598,267,106,672,17,44,2526
2599,94,43,745,376,352,1269
2600,86,255,55,153,103,787
2601,208,203,142,27,18,587
2602,115,196,155,396,244,340
2603,115,244,783,190,129,2481
2604,165,13,247,193,236,1403
2605,97,212,476,258,256,2431
2606,299,151,496,23,215,2894
2607,54,52,607,241,59,712
2608,233,116,683,173,157,902
2609,167,236,305,113,386,1604
2610,125,235,68,223,372,1056
2611,214,153,268,218,9,2789
2612,244,108,773,29,313,1947
2613,96,262,725,46,167,2183
2614,271,34,100,100,146,1111
2615,223,214,350,173,26,2983
2616,32,212,44,237,152,560
2617,91,236,24,373,19,473
2618,299,139,79,53,247,712
2619,88,136,418,110,46,2270
2620,121,235,415,123,274,2586
2621,31,12,792,147,1,2030
2622,245,205,433,338,24,2674
2623,173,182,157,366,369,405
2624,205,250,233,155,381,1015
2625,232,160,620,354,116,317
2626,247,4,280,285,346,3
2627,291,21,89,25,383,2233
2628,57,207,614,378,173,577
2629,88,196,643,155,56,1464
2630,72,185,612,164,205,1494
2631,185,17,25,204,216,1126
2632,73,124,84,349,308,469
2633,86,173,164,114,191,410
2634,62,186,353,296,109,838
2635,272,199,647,339,52,272
2636,259,181,697,129,182,2244
2637,152,121,570,20,118,2264
2638,48,218,595,19,215,1792
2639,76,246,473,253,15,812
2640,67,149,375,253,150,764
2641,233,202,262,41,325,47
2642,89,131,268,290,17,1684
2643,245,126,448,89,81,2241
2644,185,4,312,300,388,2697
2645,54,139,101,343,327,1593
2646,75,209,598,295,271,1559
2647,137,240,321,115,267,2214
2648,120,241,427,381,316,1843
2649,89,160,76,367,28,862
2650,155,35,656,282,14,37
2651,80,193,465,20,317,1373
2652,186,258,257,332,233,2682
2653,82,131,52,138,183,2048
2654,169,44,473,139,287,2587
2655,25,127,481,208,349,2444
2656,233,184,530,57,347,2380
2657,58,273,339,328,180,863
2658,221,167,693,207,382,2574
2659,179,12,38,159,139,2092
2660,279,135,445,274,130,663
2661,2,153,519,34,155,1497
2662,42,209,744,400,85,1751
2663,210,97,553,56,231,638
2664,4,87,165,151,60,488
2665,94,33,730,266,45,131
2666,298,129,682,122,168,707
2667,232,262,203,159,333,164
2668,173,244,490,179,116,1098
2669,97,167,25,157,345,1377
2670,89,143,268,187,103,1029
2671,260,47,723,141,81,2442
2672,189,274,616,34,43,1497
2673,119,21,393,229,152,2904
2674,108,28,613,329,279,22
2675,153,60,322,161,346,2236
2676,265,135,8,195,87,425
2677,269,113,521,255,6,829
2678,153,232,738,250,311,1518
2679,221,7,290,80,399,79
2680,94,104,101,73,77,55
2681,44,189,709,86,172,1859
2682,143,102,82,236,343,911
2683,75,235,106,191,42,1376
2684,207,140,388,100,135,957
2685,94,86,106,53,382,2739
2686,171,59,612,43,89,1877
2687,68,202,777,45,245,2915
2688,288,4,587,381,129,2793
2689,125,154,406,75,50,448
2690,217,151,145,202,317,919
2691,256,187,753,368,245,2808
2692,213,103,54,266,321,1415
2693,130,30,550,287,227,956
2694,28,231,743,182,58,5
2695,136,109,475,212,368,1600
2696,52,61,95,214,138,437
2697,21,230,450,356,363,286
2698,268,11,695,151,27,554
2699,203,70,659,318,44,2511
2700,104,259,161,379,113,2706
2701,240,59,216,10,289,1708
2702,204,191,735,62,364,1684
2703,274,20,628,136,374,18
2704,125,259,178,166,314,2711
2705,65,128,168,108,206,745
2706,105,203,561,152,84,1413
2707,11,182,730,400,263,811
2708,132,61,509,172,357,412
2709,40,28,112,242,79,674
2710,220,15,84,161,203,1081
2711,246,264,293,234,209,1709
2712,202,102,627,93,295,1063
2713,47,167,357,83,301,1122
2714,211,77,416,191,63,2994
2715,160,160,368,292,209,2929
2716,134,54,107,216,201,979
2717,96,76,27,175,367,1054
2718,261,258,222,280,331,1158
2719,48,65,504,197,234,641
2720,193,10,406,170,351,1373
2721,145,208,748,138,283,280
2722,82,106,777,265,158,1763
2723,272,24,483,205,136,940
2724,19,13,589,64,378,1599
2725,207,114,640,240,138,2049
2726,100,115,360,329,11,1246
2727,241,149,766,176,181,898
2728,117,198,47,252,380,3
